Activity,livingroom_tempterature,livingroom_humidity,livingroom_luminance,study_tempterature,study_humidity,study_luminance,kitchen_tempterature,kitchen_humidity,kitchen_luminance,hallway_tempterature,hallway_humidity,hallway_luminance,bedroom_tempterature,bedroom_humidity,bedroom_luminance,light_livingroom,light_hallway,light_bedroom,light_kitchen,light_study,switch_door_hallway,audio_livingroom,current_watercoldfan_livingroom,current_lamp_bedroom,current_PC_bedroom,current_TV_livingroom,current_lamp_livingroom,current_xbox_livingroom,current_microwave_kitchen,current_AC_bedroom,current_AC_livingroom,current_lamp_study,current_NB_study,current_nightlamp_bedroom,people_hallway,people_livingroom,people_bedroom,people_kitchen,people_study,Timestamp
 PlayingKinect,24.64,56.79,96.6,26.07,48.91,8.4,27.83,44.6,8.6,27.03,54.29,18,25.25,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-13
 PlayingKinect,24.62,56.79,94.5,26.06,48.91,18.9,27.84,44.6,19.35,27.02,53.5,16,25.25,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-15
 PlayingKinect,24.63,56.72,94.5,26.06,48.91,4.2,27.84,44.48,10.75,27.02,53.24,16,25.25,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-16
 PlayingKinect,24.63,56.79,94.5,26.05,48.86,8.4,27.84,44.48,10.75,27.02,53.24,16,25.25,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-17
 PlayingKinect,24.63,56.79,94.5,26.05,48.86,8.4,27.84,44.48,12.9,27.02,53.01,14,25.24,50.92,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-18
 PlayingKinect,24.63,56.79,94.5,26.06,48.91,6.3,27.85,44.48,10.75,27.02,53.01,16,25.23,50.92,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-19
 PlayingKinect,24.63,56.79,94.5,26.06,48.91,6.3,27.84,44.48,10.75,27.02,53.01,16,25.23,50.92,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-19
 PlayingKinect,24.63,56.79,94.5,26.05,48.91,2.1,27.83,44.48,10.75,27.02,53.75,16,25.23,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-21
 PlayingKinect,24.63,56.79,94.5,26.05,49.02,6.3,27.83,44.48,10.75,27.02,53.86,20,25.23,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-22
 PlayingKinect,24.63,56.79,94.5,26.06,49.02,18.9,27.84,44.48,12.9,27.01,54.23,16,25.23,50.92,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-23
 PlayingKinect,24.61,56.79,94.5,26.06,49.02,4.2,27.84,44.48,12.9,27.02,54.72,22,25.22,50.9,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-24
 PlayingKinect,24.62,56.79,94.5,26.07,49.02,10.5,27.83,44.48,10.75,27.01,54.95,16,25.22,50.9,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-25
 PlayingKinect,24.62,56.79,94.5,26.06,49.02,4.2,27.83,44.48,10.75,27.02,54.85,20,25.24,50.92,27,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-25
 PlayingKinect,24.62,56.79,100.8,26.06,49.02,12.6,27.82,44.53,21.5,27.02,54.85,20,25.24,50.92,27,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-27
 PlayingKinect,24.63,56.79,86.1,26.07,49.02,8.4,27.82,44.53,21.5,27.02,54.85,20,25.23,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-28
 PlayingKinect,24.63,56.79,86.1,26.07,49.02,8.4,27.83,44.48,10.75,27.02,54.85,20,25.23,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-28
 PlayingKinect,24.62,56.79,86.1,26.07,49.02,8.4,27.83,44.48,17.2,27.01,55.08,14,25.23,50.92,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-29
 PlayingKinect,24.61,56.79,92.4,26.07,49.02,2.1,27.84,44.53,12.9,27.02,55.15,18,25.23,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-30
 PlayingKinect,24.62,56.72,100.8,26.08,49.09,4.2,27.83,44.53,17.2,27.01,55.33,14,25.25,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-31
 PlayingKinect,24.61,56.72,92.4,26.08,49.02,8.4,27.81,44.6,10.75,27.02,55.64,16,25.25,50.85,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-33
 PlayingKinect,24.61,56.72,92.4,26.07,49.02,6.3,27.81,44.6,10.75,27.02,55.46,16,25.24,50.85,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-34
 PlayingKinect,24.62,56.72,92.4,26.07,49.02,16.8,27.8,44.6,19.35,27.02,55.33,16,25.23,50.92,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-35
 PlayingKinect,24.62,56.79,92.4,26.07,49.02,4.2,27.79,44.6,21.5,27.03,55.08,16,25.23,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-36
 PlayingKinect,24.62,56.79,92.4,26.07,49.02,21,27.79,44.6,12.9,27.02,54.59,16,25.23,50.85,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-37
 PlayingKinect,24.62,56.79,92.4,26.08,49.02,16.8,27.77,44.66,12.9,27.02,54.11,20,25.24,50.92,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-38
 PlayingKinect,24.62,56.84,92.4,26.08,49.02,4.2,27.77,44.66,12.9,27.01,53.75,20,25.23,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-39
 PlayingKinect,24.62,56.9,92.4,26.09,49.02,8.4,27.79,44.6,10.75,27.01,53.5,16,25.23,50.92,27,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-40
 PlayingKinect,24.63,56.79,92.4,26.08,49.02,4.2,27.79,44.73,12.9,27,53.73,16,25.25,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-42
 PlayingKinect,24.62,56.79,96.6,26.08,48.97,4.2,27.79,44.73,12.9,27,53.86,20,25.24,51.03,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-43
 PlayingKinect,24.62,56.79,96.6,26.08,48.97,4.2,27.79,44.73,12.9,27.01,53.98,20,25.24,50.92,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-44
 PlayingKinect,24.61,56.72,96.6,26.08,48.91,8.4,27.8,44.84,23.65,27.01,53.98,20,25.24,50.92,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-45
 PlayingKinect,24.62,56.66,96.6,26.1,48.92,4.2,27.79,44.78,17.2,27.01,53.98,20,25.23,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-47
 PlayingKinect,24.62,56.66,96.6,26.08,48.91,4.2,27.79,44.78,17.2,27,53.5,20,25.21,50.9,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-48
 PlayingKinect,24.63,56.66,96.6,26.08,48.91,12.6,27.8,44.73,19.35,27,53.5,20,25.2,50.85,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-48
 PlayingKinect,24.63,56.66,96.6,26.09,48.91,6.3,27.78,44.71,12.9,27,53.5,20,25.2,50.85,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-49
 PlayingKinect,24.62,56.66,96.6,26.09,48.91,8.4,27.79,44.84,12.9,27,53.5,20,25.21,50.9,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-50
 PlayingKinect,24.62,56.66,96.6,26.09,48.91,8.4,27.78,44.84,10.75,27,53.73,16,25.21,50.9,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-51
 PlayingKinect,24.62,56.66,86.1,26.08,48.91,4.2,27.78,44.96,10.75,27.01,54.23,18,25.22,50.98,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-55
 PlayingKinect,24.62,56.61,88.2,26.08,48.91,12.6,27.77,44.91,10.75,27,54.11,18,25.22,51.03,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-57
 PlayingKinect,24.62,56.54,90.3,26.08,48.91,12.6,27.77,44.91,10.75,27,53.73,20,25.21,51.03,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-57
 PlayingKinect,24.61,56.54,92.4,26.08,48.86,10.5,27.77,44.84,12.9,27,53.62,22,25.22,51.03,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-58
 PlayingKinect,24.62,56.66,92.4,26.08,48.91,4.2,27.78,44.78,10.75,27,53.62,22,25.22,50.98,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-46-59
 PlayingKinect,24.62,56.66,92.4,26.07,48.86,8.4,27.77,44.71,12.9,27.01,53.75,18,25.21,50.9,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-00
 PlayingKinect,24.62,56.66,92.4,26.07,48.86,8.4,27.78,44.71,10.75,27.01,53.75,18,25.21,50.9,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-00
 PlayingKinect,24.61,56.72,92.4,26.09,48.91,6.3,27.78,44.6,12.9,27,53.73,24,25.22,50.9,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-01
 PlayingKinect,24.62,56.79,92.4,26.08,48.86,14.7,27.77,44.59,19.35,27,53.62,20,25.22,50.9,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-02
 PlayingKinect,24.63,56.72,105,26.09,48.91,4.2,27.78,44.6,12.9,27,53.62,20,25.22,50.9,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-03
 PlayingKinect,24.62,56.79,92.4,26.07,48.91,12.6,27.78,44.53,10.75,27.02,53.19,20,25.22,50.9,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-04
 PlayingKinect,24.63,56.79,92.4,26.09,48.91,21,27.78,44.53,10.75,27.03,53.01,16,25.24,51.03,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-05
 PlayingKinect,24.63,56.72,92.4,26.09,48.91,21,27.79,44.6,12.9,27.04,53.01,16,25.24,51.03,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-07
 PlayingKinect,24.62,56.66,92.4,26.08,48.86,4.2,27.8,44.53,12.9,27.04,53.01,18,25.23,51.03,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-08
 PlayingKinect,24.63,56.66,77.7,26.09,48.86,14.7,27.78,44.6,10.75,27.05,53.5,16,25.24,51.03,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-09
 PlayingKinect,24.63,56.66,77.7,26.09,48.91,6.3,27.78,44.6,10.75,27.04,53.75,18,25.23,51.03,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-10
 PlayingKinect,24.63,56.54,90.3,26.07,48.86,10.5,27.79,44.48,10.75,27.03,53.93,22,25.23,51.03,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-11
 PlayingKinect,24.63,56.66,90.3,26.08,48.86,8.4,27.78,44.48,10.75,27.04,54.23,22,25.23,51.03,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-12
 PlayingKinect,24.64,56.61,90.3,26.09,48.91,4.2,27.78,44.48,10.75,27.04,54.59,18,25.23,51.16,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-13
 PlayingKinect,24.62,56.61,90.3,26.09,48.91,4.2,27.78,44.48,12.9,27.04,54.59,20,25.23,51.16,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-14
 PlayingKinect,24.62,56.61,90.3,26.09,48.91,18.9,27.78,44.48,12.9,27.04,54.49,16,25.23,51.16,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-15
 PlayingKinect,24.63,56.61,90.3,26.1,48.92,8.4,27.77,44.48,17.2,27.03,54.47,20,25.23,51.1,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-16
 PlayingKinect,24.64,56.54,92.4,26.1,48.86,4.2,27.79,44.6,12.9,27.03,54.47,20,25.23,51.1,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-16
 PlayingKinect,24.65,56.56,92.4,26.11,48.92,4.2,27.77,44.48,15.05,27.03,54.72,18,25.25,51.03,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-19
 PlayingKinect,24.64,56.54,92.4,26.11,48.92,4.2,27.77,44.48,15.05,27.03,54.97,16,25.26,51.05,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-20
 PlayingKinect,24.64,56.54,92.4,26.11,48.92,4.2,27.74,44.46,10.75,27.03,54.97,16,25.25,51.03,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-21
 PlayingKinect,24.64,56.54,92.4,26.11,48.92,8.4,27.74,44.46,10.75,27.03,55.33,16,25.26,51.05,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-22
 PlayingKinect,24.64,56.66,92.4,26.11,48.92,4.2,27.73,44.41,15.05,27.02,55.57,14,25.25,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-23
 PlayingKinect,24.64,56.66,92.4,26.11,48.92,12.6,27.74,44.41,10.75,27.03,55.33,14,25.25,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-24
 PlayingKinect,24.64,56.66,92.4,26.1,48.92,18.9,27.71,44.33,27.95,27.02,55.03,16,25.25,50.92,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-25
 PlayingKinect,24.63,56.66,92.4,26.1,48.92,18.9,27.71,44.33,27.95,27.03,54.9,18,25.25,50.85,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-27
 PlayingKinect,24.63,56.54,98.7,26.09,48.91,18.9,27.71,44.46,10.75,27.02,54.85,18,25.23,50.85,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-28
 PlayingKinect,24.63,56.54,98.7,26.09,48.91,4.2,27.71,44.46,12.9,27.02,54.72,20,25.25,50.8,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-29
 PlayingKinect,24.64,56.54,98.7,26.1,48.92,6.3,27.71,44.59,15.05,27.02,54.72,20,25.25,50.85,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-29
 PlayingKinect,24.64,56.48,98.7,26.11,48.92,16.8,27.71,44.59,15.05,27.02,54.47,20,25.24,50.92,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-31
 PlayingKinect,24.64,56.43,98.7,26.11,48.92,10.5,27.72,44.66,15.05,27.01,54.36,22,25.24,50.92,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-32
 PlayingKinect,24.64,56.54,98.7,26.11,48.86,4.2,27.71,44.64,10.75,27.01,54.41,16,25.24,50.92,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-33
 PlayingKinect,24.64,56.54,92.4,26.1,48.92,4.2,27.72,44.59,10.75,27.01,54.36,20,25.24,50.92,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-35
 PlayingKinect,24.64,56.54,92.4,26.1,48.92,4.2,27.69,44.59,10.75,27.01,54.36,20,25.24,50.92,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-35
 PlayingKinect,24.64,56.54,92.4,26.1,48.92,10.5,27.7,44.59,10.75,27.02,54.23,16,25.25,50.92,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-36
 PlayingKinect,24.64,56.54,92.4,26.11,48.92,6.3,27.68,44.59,10.75,27.01,54.05,16,25.25,50.85,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-37
 PlayingKinect,24.64,56.54,92.4,26.11,48.92,4.2,27.69,44.59,10.75,27.01,54.05,24,25.25,50.85,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-38
 PlayingKinect,24.64,56.54,92.4,26.12,48.92,6.3,27.67,44.59,12.9,27,53.86,16,25.26,50.85,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-39
 PlayingKinect,24.64,56.54,92.4,26.12,48.92,6.3,27.67,44.59,10.75,27.01,53.98,22,25.26,50.8,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-40
 PlayingKinect,24.64,56.54,92.4,26.12,48.92,8.4,27.67,44.59,10.75,27,54.11,18,25.25,50.8,36,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-40
 PlayingKinect,24.64,56.48,92.4,26.11,48.86,4.2,27.67,44.59,10.75,27,54.47,24,25.25,50.8,36,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-42
 PlayingKinect,24.64,56.43,92.4,26.11,48.86,4.2,27.66,44.51,8.6,27.01,54.85,18,25.24,50.8,31.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-47-43
